Grantmaker Name,Contact,Street Address 1,Street Address 2,City,State,ZIP Code,Country,Telephone,Fax,E-mail,URL,Total Assets,Total Giving,Amount Funded,Grant Count,RFPs
Confluentorg Inc,,899 W Evelyn Ave,,Mountain View,CA,94041-1225,United States,800-439-3207,,,,4974169,379363,25000,1,0
The David Foster Foundation,,1880 Century Park E Ste 1600,,Los Angeles,CA,90067-1661,United States,310-954-1050,(250) 475-1193,info@davidfosterfoundation.com,http://WWW.DAVIDFOSTERFOUNDATION.COM,2741242,1685494,25000,1,0
First Methodist Memorial Foundation of Glendale,,134 N Kenwood St,,Glendale,CA,91206-4204,United States,818-243-2105,,,,4786897,473188,25000,1,0
Florence Foundation,,1000 S Madison Ave,,Pasadena,CA,91106-4365,United States,626-441-5068,,,,1550554,,25000,1,0
Free and Accepted Masons Fresno Lodge No 247,,3444 E Shields Ave,,Fresno,CA,93726-6919,United States,559-222-8565,,,,3786157,38689,25000,1,0
Free and Accepted Masons of Ca Orange Grove 293,,71 Plaza Sq,,Orange,CA,92866-1416,United States,7142187778,,,http://www.orangegrovelodge.com,1055786,33547,25000,1,0
Gather & Care Ministries,,15 Saint Tropez,,Newport Beach,CA,92660-6826,United States,703-217-0078,,,http://WWW.GATHERANDCARE.ORG,99323,95000,25000,1,0
GGF Global Gift Foundation,Alina Peralta,269 S Beverly Dr Ste 820,,Beverly Hills,CA,90212-3851,United States,818-414-8049,,alina@globalgiftfoundationusa.org,https://www.globalgiftfoundationusa.org,,,25000,1,0
Global Whole Being Fund,,1311 Park St Ste 503,,Alameda,CA,94501-4507,United States,212-271-0142,,,http://www.gwbf.org,12208086,5411610,25000,1,0
Greek Apostolic Church of San Francisco,,1534 Plaza Ln # 249,,Burlingame,CA,94010-3204,United States,,,,,1401042,70000,25000,1,0
Healing Breakthrough,,1040 Court St,,San Rafael,CA,94901-2980,United States,415-991-5154,,,http://WWW.HEALINGBREAKTHROUGH.ORG,7457782,50000,25000,1,0
Hope in a Suitcase,,311 N Robertson Blvd,,Beverly Hills,CA,90211-1705,United States,310-995-1279,,,http://hopeinasuitcase.org,789131,175739,25000,1,0
Humanity Heroes Foundation,,8687 Melrose Ave Ste G320,,Los Angeles,CA,90069-5717,United States,323-394-0110,,,http://www.joinhumanityheroes.org,135429,270457,25000,1,0
Iberoamericana University Penoac,,PO Box 532233,,San Diego,CA,92153-2233,United States,619-980-5997,,ungerlei@tij.uia.mx,http://www.uia-foundation.org,272290,186550,25000,1,0
Institute for Corporate Counsel Usc Gould School of Law,,699 Exposition Blvd Ste 326,,Los Angeles,CA,90089-0071,United States,213-821-3580,,,,155789,,25000,1,0
INSTITUTE FOR THE STUDY OF HUMAN KNOWLEDGE,,1702 Meridian Ave Ste L,,San Jose,CA,95125-5586,United States,408-445-9639,,ishkadmin@ishk.net,http://www.ishk.net,835820,525000,25000,1,0
Interculture Foundation Inc,"Todd Barrett, President",3311 Viola St,,Oakland,CA,94619-1242,United States,415-763-7934,,todd@interculturefoundation.org,http://www.interculturefoundation.org,7876,84934,25000,1,0
International Society for Magnetic Resonance in Medicine,,2300 Clayton Rd Ste 620,,Concord,CA,94520-2142,United States,510-841-1899,,,http://WWW.ISMRM.ORG,15681520,438560,25000,1,0
Internet Corporation for Assigned Names and Numbers,,12025 Waterfront Dr Ste 300,,Los Angeles,CA,90094-3224,United States,310-301-5800,,jana.juginovic@icann.org,http://WWW.ICANN.ORG,599414476,1919597,25000,1,0
Jo Ann Brassfield Charitable Giving Foundation,,1101 S Winchester Blvd Ste F166,,San Jose,CA,95128-3903,United States,408-626-7005,,,,1184006,55000,25000,1,0
John G Watson Foundation,,4455 Foxhollow Ct,,San Diego,CA,92130-2429,United States,858-792-6464,,,http://www.johngwatsonfdn.com,901082,10000,25000,1,0
Kalonymus Foundation,,1000 Sansome St Ste 180,,San Francisco,CA,94111-1327,United States,415-231-0107,,,,3877458,149088,25000,1,0
Lockman Foundation,,PO Box 2279,,La Habra,CA,90632-2279,United States,714-879-3055,,,http://www.Lockman.org,17004777,36551,25000,1,0
Lotus Foundation,,6030 Hellyer Ave Ste 150,,San Jose,CA,95138-1038,United States,408-348-3319,,,http://WWW.LOTUSMGMTINC.COMLOTUS-FOUN,3812798,18983,25000,1,0
Mag Foundation,,3617 Ocean Front Walk Apt F,,San Diego,CA,92109-7325,United States,858-342-4280,,Joseph@mag.foundation,https://www.mag.foundation/,2552530,14159,25000,1,0
"Make-A Wish Foundation of San Diego, Inc.",,4995 Murphy Canyon Rd,,San Diego,CA,92123-4366,United States,858-707-9474,858-707-9480,shusby@sandiego.wish.org,http://www.sandiego.wish.org,12056395,2002788,25000,1,0
Medical Staff of Doctors Medical Center,,1441 Florida Ave,,Modesto,CA,95350-4405,United States,209-342-3281,,,,519513,,25000,1,0
Medical Staff of University of California Irvine Medical Center,,101 The City Dr S Bldg 53,,Orange,CA,92868-3298,United States,714-456-7435,,,,291362,,25000,1,0
Neo-Life Family Foundation,,4555 Great America Pkwy Ste 220,,Santa Clara,CA,95054-1221,United States,5106510405,,,,115988,5000,25000,1,0
Northern California Chapter of Youngpresidents Organization Inc,,5080 N Fruit Ave Ste 101,,Fresno,CA,93711-3062,United States,5592269200,,,,357002,40000,25000,1,0
OC UNITED TOGETHER,"Amy Gaw, Director Of Operations; Amy Gaw, Director Of Operations",418 W Commonwealth Ave,,Fullerton,CA,92832-1713,United States,714-515-3085,,amyg@ocunited.org,http://www.ocunited.org,646131,,25000,1,0
Orange County Business Council,,2 Park Plz Ste 100,,Irvine,CA,92614-5904,United States,949-476-2242,,,http://WWW.OCBC.ORG,1502704,,25000,1,0
Plug In America,"Joel Levin, Executive Director; Lindsey Perkins, Director Of Communications & Marketing",1270 S Alfred St Unit 351268,,Los Angeles,CA,90035-8053,United States,323-372-1236,,jlevin@pluginamerica.org,https://pluginamerica.org,1458582,46000,25000,1,0
PTA California Congress of Parents Juan Cabrillo Elementary PTA,,C/O Smmpta Council 1951 16th St,,SANTA MONICA,CA,90404,United States,310-457-0360,,,,,1504,25000,1,0
PUBLIC COUNSEL,Joshua Hirsch,610 S Ardmore Ave,,Los Angeles,CA,90005-2322,United States,213-385-2977,(213) 385-9089,jhirsch@publiccounsel.org,http://www.publiccounsel.org,28808568,331870,25000,1,0
Rotary International District 5340,"Steven Weitzen, District Governor",PO Box 712407,,Santee,CA,92072-2407,United States,619-276-8279,,janice@janicekurth.com,http://WWW.ROTARY5340.ORG,290066,141060,25000,1,0
San Diego Housing Federation,"Stephen Russell, President & Ceo",3939 Iowa St Ste 1,,San Diego,CA,92104-4089,United States,619-239-6693,,steve@housingsandiego.org,http://www.housingsandiego.org,362949,,25000,1,0
Santa Barbara Water Polo Foundation,"Christi Phreaner, President; Marcella Young, Secretary; Shaun Cleary, Vice President",PO Box 1702,,Goleta,CA,93116-1702,United States,805-886-5511,,,,,,25000,1,0
Sequoia Center for Holistic Studies Inc,,127 N Bellah Ave,,Lindsay,CA,93247-2113,United States,559-562-2009,,,http://www.canyon-paradisetours.com,,,25000,1,0
Siliicon Valley Influence Foundation,,10080 N Wolfe Rd Ste Sw3200,,Cupertino,CA,95014-2594,United States,408-674-3326,,,,21487,25000,25000,1,0
Social Profit Network,,250 Oak Grove Ave # 303,,Menlo Park,CA,94025-2251,United States,650-451-3410,,,http://WWW.GUIDESTAR.ORG,526243,117222,25000,1,0
Compass Community Healthcare Programs,,200 S 13th St Ste 208,,Grover Beach,CA,93433-2263,United States,805-474-7010,,,http://WWW.COMPASSEDUCATIONFOUNDATION.ORG,604705,28000,80000,2,0
Kingmakers of Oakland,"Erika Evearitt, Chief Growth Officer; Shrim Bathey",745 Arimo Ave,,Oakland,CA,94610-1154,United States,510-589-4658,,shrim@kingmakersofoakland.org,https://www.kingmakersofoakland.org,11097028,50000,80000,2,0
Marta Eliza Millerfoundation,,12746 Kling St,,Studio City,CA,91604-1125,United States,818-980-6888,818-980-6888,martaelizamiller@gmail.com,https://www.martaelizamillerfoundation.com,918109,80000,80000,1,0
Sutter Visiting Nurse Association and Hospice,"Melissa  Cohea, Executive Director, Philanthropy; Melissa Cohea, Executive Director, Philanthropy",5099 Commercial Cir Ste 205,,Concord,CA,94520-1292,United States,707-864-4668,,Melissa.Cohea@sutterhealth.org,https://www.sutterhealth.org/scah/giving,169234264,142099,80000,1,0
Fordney Foundation,,5743 Fairview Pl,,Agoura Hills,CA,91301-2229,United States,818-532-7341,,,http://fordneyfoundation.org,1027619,64200,79855,17,0
Lukana Foundation,,27695 Pinestrap Cir,,Laguna Hills,CA,92653-7810,United States,9496360701,,,,2044359,1679,79850,6,0
CCOF Foundation,"Shawna Rodgers, Donor Relations Manager; Willow Aray, Development Manager",2155 Delaware Ave Ste 150,,Santa Cruz,CA,95060-5732,United States,831-423-2263,831-423-4528,srodgers@ccof.org,https://www.ccof.org/foundation,2669029,1030000,79809,4,0
The G and G Lushing Family Foundation,,10800 Wilshire Blvd Apt 212,,Los Angeles,CA,90024-4204,United States,310-441-4455,,,,1,9038,79645,12,0
Free and Accepted Masons of CA Alhambra 322,,9 W Woodward Ave,,Alhambra,CA,91801-3549,United States,,,,,4684350,65500,79606,3,0
Warren L. Thompson & Cecile M. Thompson Charitable Foundation,,C/O J Thompson 1077 Sierra Vista,,Lafayette,CA,94549,United States,9257906644,,,,2910374,99000,79600,17,0
Sweet Bay Foundation,,20 Halfmoon,,Irvine,CA,92614-5433,United States,949-786-3397,,,,600937,35500,79570,46,0
Fred Hayman Family Foundation,,6020 Bonsall Dr,,Malibu,CA,90265-3823,United States,310-459-5305,,,,,100485,79500,8,0
Brodovsky Foundation,,3126 O St,,Sacramento,CA,95816-6519,United States,9164568800,,,,2413617,111425,79400,33,0
Doxa Foundation,,PO Box 74090,,San Clemente,CA,92673-0137,United States,949-304-9924,,,,2544,86995,79305,4,0
Kazanjian Foundation,,320 N Camden Dr,,Beverly Hills,CA,90210-5112,United States,310-278-0811,,john@raregems.net,http://www.jewelsforcharity.or,,2000,79243,16,0
Blanchard Community Library Endowment,,119 N 8th St,,Santa Paula,CA,93060-2709,United States,(805) 525-7069,,,,656354,16000,79029,5,0
Pathways Home Health and Hospice,"Daniel S Dietz, Ceo; Dimple Paw, Rn Home Care-Schld; Jack Hawkins, Interim Cfo(02/01/22)/Cfo(04/28/22); Jodi Mallare, Area Dir. Clinical Services; Karen Krueger, Director Of Deveopment; Karen Krueger, Executive Director Of Philanthropy; Medha Ram Bansode, Regional Dir, Clinical Services; Nancy Ruma, Dir. Human Resources; W Scott Herdtner, Cfo (Ended 02/01/22); Yan Qin, Rn Home Care-Schld",585 N Mary Ave,,Sunnyvale,CA,94085-2905,United States,5135760262,408-,foundation@pathwayshealth.org,HTTP://WWW.PATHWAYSHEALTH.ORG,79326684,,79000,9,0
The Foundation of the American Assoc of Gynecological Laparoscopists,,6757 Katella Ave,,Cypress,CA,90630-5105,United States,800-554-2245,,,http://WWW.AAGL.ORG,1215945,307116,79000,3,0
The Alfred and Constance Peyrounat Scholarship Foundation,,PO Box 693,,Lincoln,CA,95648-0693,United States,916-955-1371,,,,1699016,105500,78950,42,0
Community Science Workshop Network,,131 N 5th St,,Chowchilla,CA,93610-2820,United States,559-288-4953,,BART@CSWNETWORK.ORG,http://cswnetwork.org,227444,5000,78940,2,0
Toshiba America Foundation,,5241 California Ave Ste 200,,Irvine,CA,92617-3052,United States,949-587-6046,(212) 221-1108,foundation@taf.toshiba.com,http://WWW.TOSHIBA.COM/TAF,7714072,398074,78862,18,0
Health Roots Foundation,,PO Box 5510,,Napa,CA,94581-0510,United States,7072529665,,,,152375,2816,78800,2,0
Louise a and Walter H Sullivan Foundation,,906 Aruba Ln,,Foster City,CA,94404-3802,United States,650-345-6959,,,,212512,34850,78621,44,0
Roehrig Family Foundation,,4280 Marina Dr,,Santa Barbara,CA,93110-2432,United States,805-898-3775,,,,9610,62000,78529,10,0
Barton Healthcare System,,PO Box 9578,,South Lake Tahoe,CA,96158-9578,United States,530-541-3420,,,http://www.bartonhealth.org,360085089,532581,78505,9,0
Heavens Helping Hand Foundation,,PO Box 2115,,Sunnyvale,CA,94087-0115,United States,408-245-5009,,,,2113072,,78500,21,0
Shinemaker Foundation,,10 E Blithedale Ave,,Mill Valley,CA,94941-1916,United States,415-384-8696,,,http://WWW.SHINEMAKER.ORG,6306667,409130,78500,8,0
Fledgling Fund,,PO Box 614,,Graton,CA,95444-0614,United States,707-829-0635,,,,666415,375000,78500,4,0
Choong & Hsia Foundation,,27769 Edgerton Rd,,Los Altos Hills,CA,94022-3235,United States,650-823-7695,,,,3410135,128500,78430,15,0
The Ardron Charitable Foundation,,940 Sylva Ln Ste G,,Sonora,CA,95370-5969,United States,2095592232,,,,,15075,78407,11,0
Ronald S Lushing Family Foundation,,603 Ocean Ave # 1c,,Santa Monica,CA,90402-2699,United States,310-386-5692,,,,1329429,79150,78010,16,0
Hirshan Family Foundation,,10474 Santa Monica Blvd Ste 405,,Los Angeles,CA,90025-6932,United States,3102745854,,,,1346987,72000,78000,17,0
Alphonse A Burnand Medical and Educational Foundation,,690 Randolph Ave,,Costa Mesa,CA,92626-5905,United States,714-272-2410,,,,2630033,20200,78000,7,0
Ycya Foundation,,1217 Piemonte Dr,,Pleasanton,CA,94566-6492,United States,925-276-2118,,,,925646,30000,78000,6,0
Js Wu Foundation,,4023 Elsie Dr,,Yorba Linda,CA,92886-6102,United States,714-423-3133,,,,,31000,78000,5,0
Powell Endowment Foundation (f/k/a Nancy H Powell Foundation),,824 E St,,San Rafael,CA,94901-2819,United States,4152635600,,,,317279,3000,78000,4,0
COMMUNITY ARTS STABILIZATION TRUST,"Ellen Leslie, Development Officer",447 Minna St Fl 4,,San Francisco,CA,94103-2914,United States,415-556-9888,,info@cast-sf.org,https://cast-sf.org,30418865,505852,77750,5,0
Barbara L & Richard C Barrett Foundaiton,,61 Olive Ct,,Mountain View,CA,94041-2332,United States,650-575-2625,,,,,,77701,45,0
Tom May-David May II Foundation,,C/O Lzg - 9100 Wilshire Blvd 250w,,Beverly Hills,CA,90212,United States,310-273-2924,,,,1410494,75000,77500,13,0
The Luke 1215 Foundation Ray Martino,,6412 Montego Ct,,San Jose,CA,95120-5101,United States,408-927-9180,,,,2942323,58000,77500,10,0
Kibble Family Foundation,,7017 Corte Laguna,,Rancho Santa Fe,CA,92091-0273,United States,858-405-1105,,,,,110000,77500,6,0
The Latino Coalition Inc,,100 Spectrum Center Dr,,Irvine,CA,92618-4962,United States,202-963-2540,,,http://www.thelatinocoalition.com,399522,,77500,5,0
SFC Charitable Foundation Inc,Judith Ranger Smith,1880 Century Park E Ste 1600,,Los Angeles,CA,90067-1661,United States,843-377-3336,,goodwork@singingforchange.org,http://singingforchange.org,89251,54732,77500,5,0
Leonard J & Martha J Brutocao Foundation,,150 W 1st St,,Claremont,CA,91711-4750,United States,909-399-9987,,,,,,77500,4,0
Moore Family Charitable Foundation,,732 Via Lido Nord,,Newport Beach,CA,92663-5523,United States,714-283-9990,,,,5260905,70000,77500,4,0
Queen of Hearts Foundation,,PO Box 2164,,Newport Beach,CA,92659-1164,United States,714-997-3100,714-9977810,sandi@qohfoundation.org,http://QOHFOUNDATION.ORG,329646,113000,77500,2,0
Overflow World Outreach,,2135 Bell Hill Rd,,Kelseyville,CA,95451-8303,United States,248-938-5348,,,,457344,1042795,77500,1,0
Gau Family Foundation,,7001 Laurelspur Loop,,San Ramon,CA,94582-5098,United States,(925) 735-3385,,,,,,77477,6,0
Choice for Children Education Foundation,,PO Box 420,,Livermore,CA,94551-0420,United States,,,,,839282,789130,77431,4,0
Brinnegar Charitable Foundation Inc,,PO Box 863,,La Habra,CA,90633-0863,United States,5626943397,,,,10353978,229600,77400,43,0
Wildcat Cove Foundation,,34986 Sky Ranch Rd,,Carmel Valley,CA,93924-9335,United States,415-359-0062,,,,612731,66652,77380,13,0
Thomas & Eva Fong Foundation,,145 Jefferson St Ste 700,,San Francisco,CA,94133-1233,United States,415-202-0436,,,,1342740,64182,77336,38,0
St Johns Festa Inc,,PO Box 126,,Snelling,CA,95369-0126,United States,,,,,541856,37200,77200,3,0
Asis Foundation,,PO Box 49488,,Los Angeles,CA,90049-0488,United States,3102070018,,,,1283325,55350,77194,9,0
Assistance League of Santa Monica,,1453 15th St,,Santa Monica,CA,90404-2705,United States,310-395-2338,,infoalsm@frontier.com,http://www.AssistanceLeague.org/Santa-Monica,1211991,235927,77160,2,0
The Present Family Foundation Inc C/o the Shapiro Group Cpas,,16501 Ventura Blvd Ste 650,,Encino,CA,91436-2072,United States,323-876-3020,,,,1485454,78310,77100,27,0
Sf & Rl Pepper Family Foundation,,9744 Wilshire Blvd Ste 440,,Beverly Hills,CA,90212-1808,United States,310-651-9090,,,,129868,106912,77100,15,0
Amini Foundation for the Study of Affects,,PO Box 1680,,Ross,CA,94957-1680,United States,415-453-2252,,,,,15000,77100,8,0
Williamson Rindge and Hole Family Foundation Fkarr and Trust Spectrum Foundation,,6879 Sandy Ln,,Riverside,CA,92505-2120,United States,9516879366,,,http://WILLIAMSONRINDGEHOLE.ORG,742084,44500,77000,11,0
The Heads Up Youth Foundation Inc,,80 W Sierra Madre Blvd,,Sierra Madre,CA,91024-2434,United States,866-671-8648,,,http://WWW.HEADSUPYOUTHFOUNDATION.ORG,543694,109152,77000,5,0
Heritage Castle Museum,,208 Yacht Club Way,,Redondo Beach,CA,90277-2049,United States,310-835-4972,,,,1769916,120000,77000,2,0
Lacey Family Foundation C/o Frank Rimerman Co LLP,,1801 Page Mill Rd,,Palo Alto,CA,94304-1216,United States,415-889-5419,,,,688959,54850,76750,10,0
America's Christian Credit Union,,2100 E Route 66,,Glendora,CA,91740-4680,United States,800-343-6328,,,http://WWW.AMERICASCHRISTIANCU.COM,643303273,142353,76750,6,0
Combs Foundation,,26640 Snell Ct,,Los Altos Hills,CA,94022-2090,United States,650-464-4641,,,,595940,36700,76711,31,0
The Cozza Family Foundation,,9941 Prospect Ave,,Santee,CA,92071-4318,United States,619-222-6487,,,,1189163,7525,76700,6,0
Moody Family Foundation,,2532 Dupont Dr,,Irvine,CA,92612-1524,United States,949-474-7368,,,,340094,16750,76600,17,0
The Gray Family Foundation,,PO Box 432,,Woodland,CA,95776-0432,United States,951-662-8499,,,http://rct.doj.ca.gov,,,76500,38,0
The Gillespie Foundation,,1250 E Walnut St Ste 160,,Pasadena,CA,91106-1833,United States,6267934384,(626) 793-4791,popcommia@aol.com,http://www.gilespiefoundation.org,126303,1250159,76412,25,0
Santa Clara County Construction Careers Association,,2102 Almaden Rd,,San Jose,CA,95125-2104,United States,408-265-7643,,,,145012,60352,76357,5,0
Yuba Sutter-Lodi Pink October,,871 E Onstott Rd,,Yuba City,CA,95991-3638,United States,530-821-2121,,,http://PINK-OCTOBER.ORG,556750,46192,76356,1,0
Vivere Philanthropic Foundation,,27272 Viewpoint Cir,,San Juan Capistrano,CA,92675-1545,United States,949-441-7029,,,,944086,1553,76328,22,0
Kasdan Family Foundation,,1880 Century Park E Ste 1600,,Los Angeles,CA,90067-1661,United States,310-553-1707,,,,921251,40100,76325,17,0
Louis and Sheryl Barbich Foundation,,3801 Claremont Dr,,Bakersfield,CA,93306-3625,United States,661-301-6763,,,,10144,10800,76300,38,0
John & Arlette Monfredini Foundation,,311 Parrott Dr,,San Mateo,CA,94402-2259,United States,6503482828,,,,956903,33000,76250,22,0
Children's Burn Foundation,"Kirstin Clink, Executive Director; Kirstin Clink, Executive Director",5000 Van Nuys Blvd Ste 210,,Sherman Oaks,CA,91403-1717,United States,818-907-2822,818-501-4005,kclink@childburn.org,http://www.childburn.org,8068378,1039172,76183,1,0
RETURNING HOME FOUNDATION,"Carole Urie, Founder And Ceo",303 Magnolia Dr,,Laguna Beach,CA,92651-1720,United States,949-494-4571,949-242-5115,caroleurie@returninghomefoundation.org,http://www.returninghomefoundation.org,2349975,170188,76158,13,0
